codigo,detalle,costo,alicuota_iva,punto_pedido,marca,rubro,codigo_barra
TOT15W4095,ACEITE TOTAL QUARTZ 5000 15W40 X4L,32400,21,6,Total,LUBRICANTES,7792000001326
VAL5W40994,ACEITE VALVOLINE SYNPOWER 5W40 X4L,49500,21,4,Valvoline,LUBRICANTES,7792000001327
MOT15W40715,ACEITE MOTUL 3000 15W40 X4L,29800,21,3,Motul,LUBRICANTES,7792000001328
TOT25W60769,ACEITE TOTAL QUARTZ 7000 25W60 X4L,53200,21,6,Total,LUBRICANTES,7792000001329
MOT5W30351,ACEITE MOTUL 8100 5W30 X4L,46600,21,6,Motul,LUBRICANTES,7792000001330
CAS5W30682,ACEITE CASTROL GTX 5W30 X4L,30500,21,3,Castrol,LUBRICANTES,7792000001331
SHE25W60455,ACEITE SHELL HELIX HX7 25W60 X4L,49700,21,4,Shell,LUBRICANTES,7792000001332
CAS5W40107,ACEITE CASTROL MAGNATEC 5W40 X4L,50500,21,4,Castrol,LUBRICANTES,7792000001333
VAL25W60946,ACEITE VALVOLINE SYNPOWER 25W60 X4L,52600,21,6,Valvoline,LUBRICANTES,7792000001334
SHE15W40850,ACEITE SHELL HELIX HX7 15W40 X4L,35900,21,5,Shell,LUBRICANTES,7792000001335
VAL10W4039,ACEITE VALVOLINE SYNPOWER 10W40 X4L,34800,21,6,Valvoline,LUBRICANTES,7792000001336
VAL15W40401,ACEITE VALVOLINE MAXLIFE 15W40 X4L,54300,21,6,Valvoline,LUBRICANTES,7792000001337
YPF25W60482,ACEITE YPF ELAION MOTO 25W60 X4L,38500,21,3,YPF,LUBRICANTES,7792000001338
CAS15W40303,ACEITE CASTROL EDGE 15W40 X4L,41900,21,6,Castrol,LUBRICANTES,7792000001339
VAL5W40341,ACEITE VALVOLINE SYNPOWER 5W40 X4L,30900,21,3,Valvoline,LUBRICANTES,7792000001340
TOT15W40514,ACEITE TOTAL QUARTZ 7000 15W40 X4L,53800,21,5,Total,LUBRICANTES,7792000001341
SHE15W40577,ACEITE SHELL HELIX HX7 15W40 X4L,50700,21,5,Shell,LUBRICANTES,7792000001342
SHE10W40173,ACEITE SHELL HELIX HX7 10W40 X4L,38300,21,5,Shell,LUBRICANTES,7792000001343
MOT5W3030,ACEITE MOTUL 3000 5W30 X4L,44400,21,3,Motul,LUBRICANTES,7792000001344
VAL10W40479,ACEITE VALVOLINE SYNPOWER 10W40 X4L,32800,21,6,Valvoline,LUBRICANTES,7792000001345
YPF20W50707,ACEITE YPF ELAION MOTO 20W50 X4L,43400,21,3,YPF,LUBRICANTES,7792000001346
SHE5W40159,ACEITE SHELL HELIX ULTRA 5W40 X4L,53900,21,5,Shell,LUBRICANTES,7792000001347
VAL15W40142,ACEITE VALVOLINE SYNPOWER 15W40 X4L,51200,21,3,Valvoline,LUBRICANTES,7792000001348
SHE20W50321,ACEITE SHELL HELIX HX7 20W50 X4L,38200,21,4,Shell,LUBRICANTES,7792000001349
TOT10W40604,ACEITE TOTAL QUARTZ 9000 10W40 X4L,44300,21,3,Total,LUBRICANTES,7792000001350
MOT10W40328,ACEITE MOTUL 3000 10W40 X4L,36900,21,6,Motul,LUBRICANTES,7792000001351
CAS25W6088,ACEITE CASTROL EDGE 25W60 X4L,40100,21,4,Castrol,LUBRICANTES,7792000001352
VAL10W40562,ACEITE VALVOLINE MAXLIFE 10W40 X4L,53900,21,4,Valvoline,LUBRICANTES,7792000001353
CAS5W30628,ACEITE CASTROL MAGNATEC 5W30 X4L,52000,21,5,Castrol,LUBRICANTES,7792000001354
TOT5W4054,ACEITE TOTAL QUARTZ 9000 5W40 X4L,50200,21,3,Total,LUBRICANTES,7792000001355
CAS20W50607,ACEITE CASTROL MAGNATEC 20W50 X4L,45300,21,3,Castrol,LUBRICANTES,7792000001356
MOT5W30357,ACEITE MOTUL 8100 5W30 X4L,38200,21,5,Motul,LUBRICANTES,7792000001357
YPF5W30156,ACEITE YPF ELAION MOTO 5W30 X4L,35200,21,4,YPF,LUBRICANTES,7792000001358
CAS15W40534,ACEITE CASTROL MAGNATEC 15W40 X4L,52500,21,6,Castrol,LUBRICANTES,7792000001359
MOT20W50467,ACEITE MOTUL 8100 20W50 X4L,28700,21,3,Motul,LUBRICANTES,7792000001360
SHE10W4019,ACEITE SHELL HELIX HX5 10W40 X4L,52800,21,4,Shell,LUBRICANTES,7792000001361
VAL5W30205,ACEITE VALVOLINE MAXLIFE 5W30 X4L,44700,21,6,Valvoline,LUBRICANTES,7792000001362
CAS15W40412,ACEITE CASTROL GTX 15W40 X4L,44900,21,4,Castrol,LUBRICANTES,7792000001363
CAS10W40472,ACEITE CASTROL EDGE 10W40 X4L,34100,21,4,Castrol,LUBRICANTES,7792000001364
SHE5W30259,ACEITE SHELL HELIX HX5 5W30 X4L,52800,21,5,Shell,LUBRICANTES,7792000001365
YPF5W30246,ACEITE YPF ELAION F30 5W30 X4L,37900,21,4,YPF,LUBRICANTES,7792000001366
YPF20W50720,ACEITE YPF ELAION MOTO 20W50 X4L,42000,21,4,YPF,LUBRICANTES,7792000001367
CAS15W4037,ACEITE CASTROL GTX 15W40 X4L,35000,21,4,Castrol,LUBRICANTES,7792000001368
TOT25W60161,ACEITE TOTAL QUARTZ 9000 25W60 X4L,41000,21,6,Total,LUBRICANTES,7792000001369
MOT25W60356,ACEITE MOTUL 3000 25W60 X4L,38700,21,3,Motul,LUBRICANTES,7792000001370
SHE15W40591,ACEITE SHELL RIMULA R4 15W40 X4L,34700,21,6,Shell,LUBRICANTES,7792000001371
YPF10W40690,ACEITE YPF ELAION F30 10W40 X4L,32200,21,6,YPF,LUBRICANTES,7792000001372
TOT20W50960,ACEITE TOTAL QUARTZ 9000 20W50 X4L,29600,21,3,Total,LUBRICANTES,7792000001373
SHE5W3070,ACEITE SHELL HELIX ULTRA 5W30 X4L,41600,21,6,Shell,LUBRICANTES,7792000001374
YPF25W60302,ACEITE YPF ELAION F50 25W60 X4L,52300,21,4,YPF,LUBRICANTES,7792000001375
MOT20W5020,ACEITE MOTUL 3000 20W50 X4L,29100,21,4,Motul,LUBRICANTES,7792000001376
VAL5W4032,ACEITE VALVOLINE SYNPOWER 5W40 X4L,30900,21,4,Valvoline,LUBRICANTES,7792000001377
YPF10W40546,ACEITE YPF ELAION F30 10W40 X4L,36400,21,4,YPF,LUBRICANTES,7792000001378
VAL25W60933,ACEITE VALVOLINE SYNPOWER 25W60 X4L,43600,21,5,Valvoline,LUBRICANTES,7792000001379
YPF15W40687,ACEITE YPF ELAION MOTO 15W40 X4L,30800,21,6,YPF,LUBRICANTES,7792000001380
TOT15W40612,ACEITE TOTAL QUARTZ 5000 15W40 X4L,55900,21,6,Total,LUBRICANTES,7792000001381
MOT15W40975,ACEITE MOTUL 8100 15W40 X4L,46900,21,4,Motul,LUBRICANTES,7792000001382
SHE5W30966,ACEITE SHELL HELIX HX5 5W30 X4L,44400,21,4,Shell,LUBRICANTES,7792000001383
TOT10W40944,ACEITE TOTAL QUARTZ 9000 10W40 X4L,51300,21,3,Total,LUBRICANTES,7792000001384
MOT5W30735,ACEITE MOTUL 8100 5W30 X4L,40300,21,5,Motul,LUBRICANTES,7792000001385
MOT10W40112,ACEITE MOTUL 8100 10W40 X4L,35500,21,3,Motul,LUBRICANTES,7792000001386
SHE20W50656,ACEITE SHELL RIMULA R4 20W50 X4L,47000,21,5,Shell,LUBRICANTES,7792000001387
YPF5W40894,ACEITE YPF ELAION MOTO 5W40 X4L,51700,21,3,YPF,LUBRICANTES,7792000001388
MOT5W30291,ACEITE MOTUL 6100 5W30 X4L,49800,21,4,Motul,LUBRICANTES,7792000001389
YPF25W60110,ACEITE YPF ELAION F50 25W60 X4L,42600,21,3,YPF,LUBRICANTES,7792000001390
CAS10W40497,ACEITE CASTROL GTX 10W40 X4L,50100,21,4,Castrol,LUBRICANTES,7792000001391
SHE5W30153,ACEITE SHELL HELIX HX7 5W30 X4L,43700,21,4,Shell,LUBRICANTES,7792000001392
VAL5W3046,ACEITE VALVOLINE SYNPOWER 5W30 X4L,34000,21,5,Valvoline,LUBRICANTES,7792000001393
YPF5W40812,ACEITE YPF ELAION F50 5W40 X4L,41800,21,6,YPF,LUBRICANTES,7792000001394
CAS5W30861,ACEITE CASTROL GTX 5W30 X4L,31900,21,4,Castrol,LUBRICANTES,7792000001395
SHE5W40228,ACEITE SHELL HELIX HX7 5W40 X4L,41400,21,6,Shell,LUBRICANTES,7792000001396
MOT15W40230,ACEITE MOTUL 6100 15W40 X4L,38900,21,5,Motul,LUBRICANTES,7792000001397
VAL20W50130,ACEITE VALVOLINE MAXLIFE 20W50 X4L,41300,21,4,Valvoline,LUBRICANTES,7792000001398
CAS10W40722,ACEITE CASTROL GTX 10W40 X4L,28900,21,6,Castrol,LUBRICANTES,7792000001399
SHE5W40765,ACEITE SHELL RIMULA R4 5W40 X4L,42900,21,6,Shell,LUBRICANTES,7792000001400
VAL15W40820,ACEITE VALVOLINE SYNPOWER 15W40 X4L,28200,21,3,Valvoline,LUBRICANTES,7792000001401
VAL10W40829,ACEITE VALVOLINE MAXLIFE 10W40 X4L,55100,21,4,Valvoline,LUBRICANTES,7792000001402
YPF5W40931,ACEITE YPF ELAION F50 5W40 X4L,33300,21,5,YPF,LUBRICANTES,7792000001403
SHE25W60503,ACEITE SHELL RIMULA R4 25W60 X4L,33600,21,4,Shell,LUBRICANTES,7792000001404
MOT5W30309,ACEITE MOTUL 3000 5W30 X4L,28500,21,6,Motul,LUBRICANTES,7792000001405
VAL20W50704,ACEITE VALVOLINE SYNPOWER 20W50 X4L,43800,21,5,Valvoline,LUBRICANTES,7792000001406
YPF20W50590,ACEITE YPF ELAION F30 20W50 X4L,29100,21,3,YPF,LUBRICANTES,7792000001407
YPF10W40407,ACEITE YPF ELAION F30 10W40 X4L,35600,21,6,YPF,LUBRICANTES,7792000001408
TOT15W40333,ACEITE TOTAL QUARTZ 7000 15W40 X4L,30000,21,4,Total,LUBRICANTES,7792000001409
VAL10W4062,ACEITE VALVOLINE SYNPOWER 10W40 X4L,36800,21,4,Valvoline,LUBRICANTES,7792000001410
DPH8281,RADIADOR DPH DPH8281,118400,21,2,DPH,REFRIGERACION,7792000001411
WO8370,TERMOSTATO WEGA WO8370,94800,21,2,Wega,REFRIGERACION,7792000001412
VB-1179,BOMBA DE AGUA VULCO VB-1179,58000,21,3,Vulco,REFRIGERACION,7792000001413
WO6093,ELECTROVENTILADOR WEGA WO6093,53700,21,4,Wega,REFRIGERACION,7792000001414
CT17000,BOMBA DE AGUA BEHR CT17000,39500,21,3,Behr,REFRIGERACION,7792000001415
VB-3286,RADIADOR VULCO VB-3286,63400,21,2,Vulco,REFRIGERACION,7792000001416
WO9981,RADIADOR WEGA WO9981,21600,21,10,Wega,REFRIGERACION,7792000001417
DPH8597,ELECTROVENTILADOR DPH DPH8597,132100,21,4,DPH,REFRIGERACION,7792000001418
VB-1288,TERMOSTATO VULCO VB-1288,126000,21,4,Vulco,REFRIGERACION,7792000001419
JFC303,TERMOSTATO WEGA JFC303,55500,21,5,Wega,REFRIGERACION,7792000001420
CT10000,ELECTROVENTILADOR BEHR CT10000,133400,21,4,Behr,REFRIGERACION,7792000001421
WO2063,ELECTROVENTILADOR WEGA WO2063,47900,21,4,Wega,REFRIGERACION,7792000001422
CT11000,BOMBA DE AGUA BEHR CT11000,44000,21,5,Behr,REFRIGERACION,7792000001423
CT20000,RADIADOR BEHR CT20000,91200,21,3,Behr,REFRIGERACION,7792000001424
VB-2311,ELECTROVENTILADOR VULCO VB-2311,81700,21,3,Vulco,REFRIGERACION,7792000001425
CT14000,ELECTROVENTILADOR BEHR CT14000,54700,21,3,Behr,REFRIGERACION,7792000001426
WO8086,BOMBA DE AGUA WEGA WO8086,110200,21,3,Wega,REFRIGERACION,7792000001427
DPH7906,BOMBA DE AGUA DPH DPH7906,76200,21,3,DPH,REFRIGERACION,7792000001428
DPH7896,TERMOSTATO DPH DPH7896,35000,21,4,DPH,REFRIGERACION,7792000001429
DPH8941,BOMBA DE AGUA DPH DPH8941,37500,21,4,DPH,REFRIGERACION,7792000001430
WO2159,ELECTROVENTILADOR WEGA WO2159,49500,21,5,Wega,REFRIGERACION,7792000001431
DPH8715,TERMOSTATO DPH DPH8715,25300,21,5,DPH,REFRIGERACION,7792000001432
VB-1703,ELECTROVENTILADOR VULCO VB-1703,113400,21,4,Vulco,REFRIGERACION,7792000001433
JFC701,BOMBA DE AGUA WEGA JFC701,118900,21,3,Wega,REFRIGERACION,7792000001434
DPH8407,TERMOSTATO DPH DPH8407,36800,21,5,DPH,REFRIGERACION,7792000001435
JFC218,BOMBA DE AGUA WEGA JFC218,81400,21,2,Wega,REFRIGERACION,7792000001436
DPH1107,TERMOSTATO DPH DPH1107,53100,21,4,DPH,REFRIGERACION,7792000001437
CT13000,BOMBA DE AGUA BEHR CT13000,83800,21,4,Behr,REFRIGERACION,7792000001438
DPH1429,RADIADOR DPH DPH1429,72200,21,3,DPH,REFRIGERACION,7792000001439
VB-4525,ELECTROVENTILADOR VULCO VB-4525,76400,21,3,Vulco,REFRIGERACION,7792000001440
WO7646,BOMBA DE AGUA WEGA WO7646,34100,21,3,Wega,REFRIGERACION,7792000001441
JFC961,BOMBA DE AGUA WEGA JFC961,115700,21,3,Wega,REFRIGERACION,7792000001442
CT15000,ELECTROVENTILADOR BEHR CT15000,105100,21,3,Behr,REFRIGERACION,7792000001443
DPH3327,TERMOSTATO DPH DPH3327,127300,21,3,DPH,REFRIGERACION,7792000001444
WO2852,BOMBA DE AGUA WEGA WO2852,133400,21,4,Wega,REFRIGERACION,7792000001445
WO2291,RADIADOR WEGA WO2291,109300,21,3,Wega,REFRIGERACION,7792000001446
DPH4083,TERMOSTATO DPH DPH4083,93300,21,4,DPH,REFRIGERACION,7792000001447
JFC623,BOMBA DE AGUA WEGA JFC623,34900,21,4,Wega,REFRIGERACION,7792000001448
JFC342,ELECTROVENTILADOR WEGA JFC342,52000,21,3,Wega,REFRIGERACION,7792000001449
DPH3374,RADIADOR DPH DPH3374,47900,21,4,DPH,REFRIGERACION,7792000001450
DPH8424,RADIADOR DPH DPH8424,89800,21,2,DPH,REFRIGERACION,7792000001451
WO1296,RADIADOR WEGA WO1296,90100,21,2,Wega,REFRIGERACION,7792000001452
WO7378,RADIADOR WEGA WO7378,128900,21,2,Wega,REFRIGERACION,7792000001453
DPH2835,TERMOSTATO DPH DPH2835,126700,21,3,DPH,REFRIGERACION,7792000001454
CT16000,ELECTROVENTILADOR BEHR CT16000,136800,21,3,Behr,REFRIGERACION,7792000001455
JFC552,TERMOSTATO WEGA JFC552,91300,21,2,Wega,REFRIGERACION,7792000001456
VB-3156,TERMOSTATO VULCO VB-3156,24100,21,8,Vulco,REFRIGERACION,7792000001457
DPH8010,TERMOSTATO DPH DPH8010,111400,21,3,DPH,REFRIGERACION,7792000001458
VB-3778,ELECTROVENTILADOR VULCO VB-3778,55500,21,5,Vulco,REFRIGERACION,7792000001459
WO2350,ELECTROVENTILADOR WEGA WO2350,20600,21,6,Wega,REFRIGERACION,7792000001460
DPH3719,TERMOSTATO DPH DPH3719,83900,21,2,DPH,REFRIGERACION,7792000001461
JFC192,TERMOSTATO WEGA JFC192,102200,21,3,Wega,REFRIGERACION,7792000001462
VB-2547,RADIADOR VULCO VB-2547,123200,21,4,Vulco,REFRIGERACION,7792000001463
VB-1494,ELECTROVENTILADOR VULCO VB-1494,97900,21,2,Vulco,REFRIGERACION,7792000001464
VB-3819,RADIADOR VULCO VB-3819,99200,21,4,Vulco,REFRIGERACION,7792000001465
WO4164,TERMOSTATO WEGA WO4164,77600,21,3,Wega,REFRIGERACION,7792000001466
VB-3709,RADIADOR VULCO VB-3709,40900,21,3,Vulco,REFRIGERACION,7792000001467
VB-2014,ELECTROVENTILADOR VULCO VB-2014,63000,21,4,Vulco,REFRIGERACION,7792000001468
VB-1450,TERMOSTATO VULCO VB-1450,25000,21,5,Vulco,REFRIGERACION,7792000001469
VB-4187,BOMBA DE AGUA VULCO VB-4187,55000,21,5,Vulco,REFRIGERACION,7792000001470
JFC599,TERMOSTATO WEGA JFC599,51600,21,3,Wega,REFRIGERACION,7792000001471
VB-4014,ELECTROVENTILADOR VULCO VB-4014,21900,21,10,Vulco,REFRIGERACION,7792000001472
DPH4847,TERMOSTATO DPH DPH4847,97900,21,4,DPH,REFRIGERACION,7792000001473
VB-3841,TERMOSTATO VULCO VB-3841,131600,21,3,Vulco,REFRIGERACION,7792000001474
DPH2758,BOMBA DE AGUA DPH DPH2758,35700,21,4,DPH,REFRIGERACION,7792000001475
VB-1010,RADIADOR VULCO VB-1010,22000,21,6,Vulco,REFRIGERACION,7792000001476
JFC131,RADIADOR WEGA JFC131,99000,21,4,Wega,REFRIGERACION,7792000001477
VB-3540,TERMOSTATO VULCO VB-3540,68300,21,4,Vulco,REFRIGERACION,7792000001478
DPH7928,ELECTROVENTILADOR DPH DPH7928,137000,21,2,DPH,REFRIGERACION,7792000001479
VB-4641,BOMBA DE AGUA VULCO VB-4641,25200,21,5,Vulco,REFRIGERACION,7792000001480
DPH9700,TERMOSTATO DPH DPH9700,58700,21,4,DPH,REFRIGERACION,7792000001481
WO9608,BOMBA DE AGUA WEGA WO9608,25100,21,3,Wega,REFRIGERACION,7792000001482
DPH4232,BOMBA DE AGUA DPH DPH4232,44800,21,6,DPH,REFRIGERACION,7792000001483
DPH8971,BOMBA DE AGUA DPH DPH8971,97200,21,2,DPH,REFRIGERACION,7792000001484
VB-2636,RADIADOR VULCO VB-2636,94800,21,2,Vulco,REFRIGERACION,7792000001485
JFC744,TERMOSTATO WEGA JFC744,34400,21,4,Wega,REFRIGERACION,7792000001486
WO3847,ELECTROVENTILADOR WEGA WO3847,75900,21,3,Wega,REFRIGERACION,7792000001487
JFC199,ELECTROVENTILADOR WEGA JFC199,57000,21,4,Wega,REFRIGERACION,7792000001488
VB-2508,RADIADOR VULCO VB-2508,91300,21,3,Vulco,REFRIGERACION,7792000001489
WO2656,ELECTROVENTILADOR WEGA WO2656,115100,21,2,Wega,REFRIGERACION,7792000001490
VB-1514,RADIADOR VULCO VB-1514,114500,21,3,Vulco,REFRIGERACION,7792000001491
DPH3983,TERMOSTATO DPH DPH3983,68800,21,4,DPH,REFRIGERACION,7792000001492
JFC972,BOMBA DE AGUA WEGA JFC972,29300,21,5,Wega,REFRIGERACION,7792000001493
DPH5348,ELECTROVENTILADOR DPH DPH5348,126200,21,2,DPH,REFRIGERACION,7792000001494
VB-4955,ELECTROVENTILADOR VULCO VB-4955,104200,21,2,Vulco,REFRIGERACION,7792000001495
CT18000,TERMOSTATO BEHR CT18000,101200,21,2,Behr,REFRIGERACION,7792000001496
DPH8530,TERMOSTATO DPH DPH8530,29700,21,5,DPH,REFRIGERACION,7792000001497
VB-3130,BOMBA DE AGUA VULCO VB-3130,21100,21,10,Vulco,REFRIGERACION,7792000001498
DPH1415,ELECTROVENTILADOR DPH DPH1415,105000,21,2,DPH,REFRIGERACION,7792000001499
JFC373,ELECTROVENTILADOR WEGA JFC373,121000,21,4,Wega,REFRIGERACION,7792000001500
VB-1156,ELECTROVENTILADOR VULCO VB-1156,105000,21,3,Vulco,REFRIGERACION,7792000001501
VB-2353,BOMBA DE AGUA VULCO VB-2353,44900,21,4,Vulco,REFRIGERACION,7792000001502
VB-1131,RADIADOR VULCO VB-1131,73400,21,4,Vulco,REFRIGERACION,7792000001503
VB-2731,ELECTROVENTILADOR VULCO VB-2731,84900,21,2,Vulco,REFRIGERACION,7792000001504
JFC397,RADIADOR WEGA JFC397,70200,21,4,Wega,REFRIGERACION,7792000001505
JFC257,RADIADOR WEGA JFC257,70100,21,2,Wega,REFRIGERACION,7792000001506
WO9304,ELECTROVENTILADOR WEGA WO9304,30700,21,5,Wega,REFRIGERACION,7792000001507
JFC677,TERMOSTATO WEGA JFC677,21800,21,6,Wega,REFRIGERACION,7792000001508
WO7408,BOMBA DE AGUA WEGA WO7408,93000,21,4,Wega,REFRIGERACION,7792000001509
VB-3375,BOMBA DE AGUA VULCO VB-3375,69100,21,4,Vulco,REFRIGERACION,7792000001510
VB-4528,ELECTROVENTILADOR VULCO VB-4528,23700,21,10,Vulco,REFRIGERACION,7792000001511
DPH1022,ELECTROVENTILADOR DPH DPH1022,127300,21,2,DPH,REFRIGERACION,7792000001512
WO9665,BOMBA DE AGUA WEGA WO9665,21600,21,6,Wega,REFRIGERACION,7792000001513
CT19000,TERMOSTATO BEHR CT19000,37600,21,5,Behr,REFRIGERACION,7792000001514
JFC849,ELECTROVENTILADOR WEGA JFC849,104600,21,4,Wega,REFRIGERACION,7792000001515
JFC883,ELECTROVENTILADOR WEGA JFC883,82800,21,4,Wega,REFRIGERACION,7792000001516
DPH7021,TERMOSTATO DPH DPH7021,41700,21,5,DPH,REFRIGERACION,7792000001517
JFC684,BOMBA DE AGUA WEGA JFC684,79100,21,3,Wega,REFRIGERACION,7792000001518
DPH2121,RADIADOR DPH DPH2121,45000,21,5,DPH,REFRIGERACION,7792000001519
DPH1333,RADIADOR DPH DPH1333,116100,21,2,DPH,REFRIGERACION,7792000001520
DPH3652,ELECTROVENTILADOR DPH DPH3652,123600,21,4,DPH,REFRIGERACION,7792000001521
JFC449,TERMOSTATO WEGA JFC449,89200,21,4,Wega,REFRIGERACION,7792000001522
DPH7091,ELECTROVENTILADOR DPH DPH7091,126300,21,2,DPH,REFRIGERACION,7792000001523
DPH7132,RADIADOR DPH DPH7132,89300,21,2,DPH,REFRIGERACION,7792000001524
48665,LAMPARA NARVA 48665,32600,21,6,Narva,ILUMINACION,7792000001525
H11-12V,LAMPARA OSRAM H11-12V,16900,21,6,Osram,ILUMINACION,7792000001526
12801,FARO DELANT PHILIPS 12801,30400,21,4,Philips,ILUMINACION,7792000001527
H3-12V,OPTICA OSRAM H3-12V,13900,21,8,Osram,ILUMINACION,7792000001528
H1-12V,FARO DELANT OSRAM H1-12V,22200,21,6,Osram,ILUMINACION,7792000001529
48250,FARO DELANT NARVA 48250,44400,21,3,Narva,ILUMINACION,7792000001530
12287,LAMPARA PHILIPS 12287,27000,21,5,Philips,ILUMINACION,7792000001531
48694,FARO DELANT NARVA 48694,36800,21,5,Narva,ILUMINACION,7792000001532
48562,LAMPARA NARVA 48562,19900,21,8,Narva,ILUMINACION,7792000001533
64186,LAMPARA OSRAM 64186,30600,21,4,Osram,ILUMINACION,7792000001534
48561,OPTICA NARVA 48561,21200,21,6,Narva,ILUMINACION,7792000001535
12455,LAMPARA PHILIPS 12455,31800,21,3,Philips,ILUMINACION,7792000001536
12625,FARO DELANT PHILIPS 12625,41700,21,6,Philips,ILUMINACION,7792000001537
64210,FARO DELANT OSRAM 64210,46000,21,3,Osram,ILUMINACION,7792000001538
12811,LAMPARA PHILIPS 12811,47000,21,3,Philips,ILUMINACION,7792000001539
48406,OPTICA NARVA 48406,36900,21,5,Narva,ILUMINACION,7792000001540
48434,OPTICA NARVA 48434,23400,21,8,Narva,ILUMINACION,7792000001541
12491,LAMPARA PHILIPS 12491,24300,21,6,Philips,ILUMINACION,7792000001542
48616,OPTICA NARVA 48616,23800,21,6,Narva,ILUMINACION,7792000001543
48796,LAMPARA NARVA 48796,18200,21,10,Narva,ILUMINACION,7792000001544
48685,FARO DELANT NARVA 48685,26300,21,3,Narva,ILUMINACION,7792000001545
12602,FARO DELANT PHILIPS 12602,22700,21,10,Philips,ILUMINACION,7792000001546
48767,LAMPARA NARVA 48767,21100,21,6,Narva,ILUMINACION,7792000001547
48848,OPTICA NARVA 48848,32900,21,6,Narva,ILUMINACION,7792000001548
12652,OPTICA PHILIPS 12652,36500,21,6,Philips,ILUMINACION,7792000001549
48175,OPTICA NARVA 48175,9100,21,20,Narva,ILUMINACION,7792000001550
48340,OPTICA NARVA 48340,34700,21,3,Narva,ILUMINACION,7792000001551
48089,OPTICA NARVA 48089,26700,21,4,Narva,ILUMINACION,7792000001552
12512,FARO DELANT PHILIPS 12512,29500,21,3,Philips,ILUMINACION,7792000001553
12611,OPTICA PHILIPS 12611,25200,21,5,Philips,ILUMINACION,7792000001554
48772,OPTICA NARVA 48772,43300,21,5,Narva,ILUMINACION,7792000001555
48399,OPTICA NARVA 48399,20400,21,6,Narva,ILUMINACION,7792000001556
48042,FARO DELANT NARVA 48042,25900,21,4,Narva,ILUMINACION,7792000001557
48374,LAMPARA NARVA 48374,21800,21,8,Narva,ILUMINACION,7792000001558
48318,OPTICA NARVA 48318,14600,21,8,Narva,ILUMINACION,7792000001559
12849,LAMPARA PHILIPS 12849,44900,21,6,Philips,ILUMINACION,7792000001560
64184,FARO DELANT OSRAM 64184,16100,21,8,Osram,ILUMINACION,7792000001561
48904,OPTICA NARVA 48904,47600,21,6,Narva,ILUMINACION,7792000001562
48393,LAMPARA NARVA 48393,32000,21,5,Narva,ILUMINACION,7792000001563
12473,OPTICA PHILIPS 12473,41900,21,4,Philips,ILUMINACION,7792000001564
12629,FARO DELANT PHILIPS 12629,3800,21,24,Philips,ILUMINACION,7792000001565
64180,FARO DELANT OSRAM 64180,26600,21,5,Osram,ILUMINACION,7792000001566
48667,LAMPARA NARVA 48667,46100,21,6,Narva,ILUMINACION,7792000001567
48870,FARO DELANT NARVA 48870,11900,21,10,Narva,ILUMINACION,7792000001568
48344,FARO DELANT NARVA 48344,4100,21,16,Narva,ILUMINACION,7792000001569
64189,OPTICA OSRAM 64189,47400,21,4,Osram,ILUMINACION,7792000001570
64214,FARO DELANT OSRAM 64214,43300,21,3,Osram,ILUMINACION,7792000001571
12818,OPTICA PHILIPS 12818,34300,21,4,Philips,ILUMINACION,7792000001572
48623,OPTICA NARVA 48623,16400,21,10,Narva,ILUMINACION,7792000001573
64169,LAMPARA OSRAM 64169,7400,21,24,Osram,ILUMINACION,7792000001574
64177,FARO DELANT OSRAM 64177,3300,21,12,Osram,ILUMINACION,7792000001575
48330,LAMPARA NARVA 48330,24600,21,6,Narva,ILUMINACION,7792000001576
48994,FARO DELANT NARVA 48994,36900,21,3,Narva,ILUMINACION,7792000001577
48601,FARO DELANT NARVA 48601,32700,21,6,Narva,ILUMINACION,7792000001578
64170,LAMPARA OSRAM 64170,29000,21,5,Osram,ILUMINACION,7792000001579
12898,LAMPARA PHILIPS 12898,47500,21,3,Philips,ILUMINACION,7792000001580
64188,LAMPARA OSRAM 64188,19700,21,10,Osram,ILUMINACION,7792000001581
48489,FARO DELANT NARVA 48489,41800,21,5,Narva,ILUMINACION,7792000001582
12882,LAMPARA PHILIPS 12882,18400,21,10,Philips,ILUMINACION,7792000001583
48988,LAMPARA NARVA 48988,34000,21,3,Narva,ILUMINACION,7792000001584
12373,LAMPARA PHILIPS 12373,22100,21,8,Philips,ILUMINACION,7792000001585
48471,FARO DELANT NARVA 48471,34900,21,3,Narva,ILUMINACION,7792000001586
64190,FARO DELANT OSRAM 64190,44500,21,3,Osram,ILUMINACION,7792000001587
64178,LAMPARA OSRAM 64178,25700,21,3,Osram,ILUMINACION,7792000001588
48919,FARO DELANT NARVA 48919,5200,21,12,Narva,ILUMINACION,7792000001589
64211,FARO DELANT OSRAM 64211,5900,21,16,Osram,ILUMINACION,7792000001590
48720,OPTICA NARVA 48720,9800,21,24,Narva,ILUMINACION,7792000001591
64166,LAMPARA OSRAM 64166,32300,21,4,Osram,ILUMINACION,7792000001592
48733,OPTICA NARVA 48733,38100,21,3,Narva,ILUMINACION,7792000001593
48438,OPTICA NARVA 48438,15300,21,10,Narva,ILUMINACION,7792000001594
48909,LAMPARA NARVA 48909,9700,21,16,Narva,ILUMINACION,7792000001595
48281,FARO DELANT NARVA 48281,29700,21,3,Narva,ILUMINACION,7792000001596
64204,FARO DELANT OSRAM 64204,15300,21,10,Osram,ILUMINACION,7792000001597
